LABPAKCO_00001	HKIDPCCJ_00001	58.7	387	157	2	1	385	117	502	2.10e-151	434
LABPAKCO_00002	HKIDPCCJ_00002	56.5	379	162	1	1	379	1	376	8.09e-142	404
LABPAKCO_00005	HKIDPCCJ_00004	74.9	630	157	1	16	645	23	651	0.0	943
LABPAKCO_00005	HKIDPCCJ_01065	49.7	640	298	11	16	643	11	638	1.56e-201	577
LABPAKCO_00006	HKIDPCCJ_00005	62.8	803	297	1	10	812	11	811	0.0	984
LABPAKCO_00006	HKIDPCCJ_01064	40.2	687	397	6	10	689	7	686	4.16e-161	486
LABPAKCO_00009	HKIDPCCJ_00007	55.8	197	55	2	1	190	1	172	7.62e-58	176
LABPAKCO_00103	HKIDPCCJ_00034	56.1	645	274	5	1	644	1	637	2.84e-256	716
LABPAKCO_00103	HKIDPCCJ_00310	37.7	199	116	1	7	197	16	214	5.55e-35	137
LABPAKCO_00103	HKIDPCCJ_01300	25.0	424	265	12	8	406	12	407	2.24e-21	94.4
LABPAKCO_00168	HKIDPCCJ_01028	34.1	511	333	2	2	511	19	526	9.79e-100	306
LABPAKCO_00168	HKIDPCCJ_01027	35.0	514	313	8	5	511	22	521	3.13e-90	282
LABPAKCO_00168	HKIDPCCJ_00029	28.7	453	303	10	67	509	93	535	4.20e-47	167
LABPAKCO_00168	HKIDPCCJ_01943	27.6	435	273	14	92	505	108	521	2.94e-34	131
LABPAKCO_00168	HKIDPCCJ_00038	24.2	471	318	11	63	511	78	531	9.32e-32	124
LABPAKCO_00168	HKIDPCCJ_00648	24.5	477	320	14	48	511	67	516	1.98e-29	117
LABPAKCO_00168	HKIDPCCJ_01998	24.5	432	295	12	92	510	106	519	4.57e-25	104
LABPAKCO_00168	HKIDPCCJ_00427	27.1	417	259	16	109	497	145	544	7.98e-22	94.7
LABPAKCO_00168	HKIDPCCJ_00775	26.4	333	211	11	173	483	202	522	1.41e-21	94.0
LABPAKCO_00168	HKIDPCCJ_01903	24.6	423	283	10	91	491	116	524	1.76e-19	87.4
LABPAKCO_00168	HKIDPCCJ_00592	31.4	175	111	4	314	481	338	510	3.01e-18	83.6
LABPAKCO_00168	HKIDPCCJ_02014	27.6	174	120	4	326	494	364	536	3.69e-16	77.0
LABPAKCO_00168	HKIDPCCJ_01803	29.5	200	127	7	304	494	5	199	1.20e-15	74.3
LABPAKCO_00168	HKIDPCCJ_01902	22.4	469	308	14	47	470	88	545	1.59e-15	75.1
LABPAKCO_00168	HKIDPCCJ_00637	27.6	214	129	6	306	500	20	226	1.73e-13	66.6
LABPAKCO_00168	HKIDPCCJ_00638	30.6	206	117	7	314	500	13	211	4.73e-13	65.1
LABPAKCO_00168	HKIDPCCJ_01874	27.1	181	116	5	331	511	347	511	8.63e-13	66.2
LABPAKCO_00168	HKIDPCCJ_00407	24.5	188	107	7	328	496	31	202	2.31e-09	54.7
LABPAKCO_00394	HKIDPCCJ_01488	33.3	941	414	17	10	750	6	932	1.36e-149	457
LABPAKCO_00394	HKIDPCCJ_01829	31.7	811	458	18	10	732	9	811	4.08e-126	392
LABPAKCO_00394	HKIDPCCJ_00078	36.8	68	43	0	639	706	125	192	2.75e-06	46.2
LABPAKCO_00394	HKIDPCCJ_00638	39.7	68	38	2	331	398	141	205	1.09e-05	43.5
LABPAKCO_00394	HKIDPCCJ_00038	28.9	83	53	3	331	411	451	529	8.17e-05	41.6
LABPAKCO_00753	HKIDPCCJ_00403	77.3	322	73	0	5	326	8	329	2.31e-188	518
LABPAKCO_00753	HKIDPCCJ_00049	32.4	340	186	10	9	310	15	348	2.57e-48	162
LABPAKCO_00839	HKIDPCCJ_00049	72.5	382	98	3	1	378	1	379	1.46e-194	538
LABPAKCO_00854	HKIDPCCJ_00047	53.6	338	153	3	4	339	8	343	3.41e-110	322
LABPAKCO_00977	HKIDPCCJ_01084	57.1	571	243	2	18	588	10	578	1.09e-226	636
LABPAKCO_00977	HKIDPCCJ_01902	29.7	592	373	12	25	579	20	605	2.49e-73	242
LABPAKCO_00977	HKIDPCCJ_00592	27.5	487	351	2	101	586	81	566	3.32e-62	211
LABPAKCO_00977	HKIDPCCJ_00427	30.9	246	165	2	347	589	342	585	2.16e-35	136
LABPAKCO_00977	HKIDPCCJ_01943	28.2	429	272	13	133	547	106	512	8.74e-31	122
LABPAKCO_00977	HKIDPCCJ_02014	31.0	226	152	3	348	572	341	563	5.22e-30	120
LABPAKCO_00977	HKIDPCCJ_00029	35.3	201	124	4	347	546	326	521	6.91e-30	119
LABPAKCO_00977	HKIDPCCJ_00648	33.9	186	108	6	349	533	321	492	9.96e-23	97.8
LABPAKCO_00977	HKIDPCCJ_00038	22.7	466	312	16	99	544	76	513	1.01e-21	94.7
LABPAKCO_00977	HKIDPCCJ_00637	29.0	238	144	7	366	587	37	265	4.92e-20	86.3
LABPAKCO_00977	HKIDPCCJ_01028	21.5	543	367	23	27	547	6	511	9.43e-20	88.6
LABPAKCO_00977	HKIDPCCJ_00638	28.6	245	138	9	366	587	20	250	3.53e-18	80.5
LABPAKCO_00977	HKIDPCCJ_01027	27.5	189	126	5	360	547	328	506	4.50e-16	77.0
LABPAKCO_00977	HKIDPCCJ_00078	26.5	204	128	8	349	547	6	192	2.47e-09	55.5
LABPAKCO_01272	HKIDPCCJ_01874	53.2	513	238	2	1	511	1	513	4.67e-191	540
LABPAKCO_01272	HKIDPCCJ_00416	33.5	510	336	3	1	507	1	510	9.94e-106	326
LABPAKCO_01272	HKIDPCCJ_00884	28.1	512	359	6	3	507	1	510	3.13e-64	214
LABPAKCO_01272	HKIDPCCJ_01150	24.9	542	308	16	1	496	1	489	3.47e-28	113
LABPAKCO_01272	HKIDPCCJ_00797	22.2	546	329	13	1	503	1	493	5.69e-25	103
LABPAKCO_01272	HKIDPCCJ_01888	29.6	189	98	3	3	191	4	157	6.45e-19	81.6
LABPAKCO_01272	HKIDPCCJ_00029	29.1	213	128	7	4	214	328	519	1.28e-13	68.9
LABPAKCO_01272	HKIDPCCJ_01635	24.8	242	133	6	3	234	4	206	6.95e-13	64.3
LABPAKCO_01272	HKIDPCCJ_01639	23.3	240	151	7	2	234	301	514	2.09e-11	62.0
LABPAKCO_01272	HKIDPCCJ_02014	25.4	193	115	6	4	191	342	510	3.42e-10	58.2
LABPAKCO_01272	HKIDPCCJ_00648	23.3	219	126	5	2	214	319	501	7.38e-10	57.0
LABPAKCO_01272	HKIDPCCJ_00144	24.4	250	147	8	2	234	7	231	1.63e-08	51.6
LABPAKCO_01272	HKIDPCCJ_00592	25.5	235	137	8	4	227	330	537	1.67e-08	52.8
LABPAKCO_01272	HKIDPCCJ_01803	21.0	238	141	6	4	227	7	211	2.04e-08	52.0
LABPAKCO_01272	HKIDPCCJ_01903	21.8	202	116	4	15	204	344	515	2.45e-06	45.8
LABPAKCO_01272	HKIDPCCJ_01998	24.3	218	131	8	4	217	318	505	1.24e-05	43.5
LABPAKCO_01272	HKIDPCCJ_00775	23.5	251	165	11	4	249	339	567	5.16e-05	41.6
LABPAKCO_01272	HKIDPCCJ_00038	21.8	239	128	8	2	222	323	520	1.14e-04	40.4
LABPAKCO_01328	HKIDPCCJ_00048	34.8	420	271	3	1	419	1	418	1.38e-78	247
LABPAKCO_01390	HKIDPCCJ_00310	79.4	698	144	0	1	698	1	698	0.0	1113
LABPAKCO_01390	HKIDPCCJ_01536	27.5	476	316	8	9	477	8	461	9.40e-49	175
LABPAKCO_01390	HKIDPCCJ_00034	31.8	255	123	4	16	270	7	210	4.14e-30	122
LABPAKCO_01390	HKIDPCCJ_00803	35.4	175	103	3	13	182	14	183	5.69e-20	90.1
